OBJECTID,OFT_1,STREET_O_NAME_1,STREET_F_NAME_1,STREET_T_NAME_1,NETWORK,BRANCH,SECTION,PAVEMENT,BASE,CONST_YR,RENOVATION_YR,SEALCOAT_YR,SEALCOAT_COUNT,OVERLAY_YR,PCI,PCI_BRANCH_AVG,LENGTH,COMMENTS_1,COMMENTS_2,INSPECTION_DATE,REFNO_ALL
2137,33401920202,33RD ST E,19TH AVE S,20TH AVE S,RES,2729,21,ASPHALT7m,S.GRAN.MAT.,1977,,1998,3,,,73,324,Pavement Exception: FROM 25TH AVE TO ALLEY  WAS PAVED IN 1990 W/ HIA. PROJ.,,2013-07-08T00:00:00.000Z,3562
2138,33402120222,33RD ST E,21ST AVE S,22ND AVE S,RES,2729,21,ASPHALT7m,S.GRAN.MAT.,1977,,1998,3,,,73,440,Pavement Exception: FROM 25TH AVE TO ALLEY  WAS PAVED IN 1990 W/ HIA. PROJ.,,2013-07-08T00:00:00.000Z,3564
2139,33402420252,33RD ST E,24TH AVE S,25TH AVE S,RES,2729,21,ASPHALT7m,S.GRAN.MAT.,1977,,1998,3,,,73,348,Pavement Exception: FROM 25TH AVE TO ALLEY  WAS PAVED IN 1990 W/ HIA. PROJ.,,2013-07-08T00:00:00.000Z,3567
2140,33423230292,33RD ST E,MINNEHAHA AVE,29TH AVE S,RES,2660,9,CONCRETE7,S.GRAN.MAT.,1974,,,,,,76,122,,,2014-08-01T00:00:00.000Z,3572
2141,33403220332,33RD ST E,32ND AVE S,33RD AVE S,RES,2660,9,CONCRETE7,S.GRAN.MAT.,1974,,,,,,76,355,,,2014-08-01T00:00:00.000Z,3576
2142,1.40433E+11,DELAWARE ST SE,WALNUT ST,OAK ST SE,RES,2809,11,ASPHALT7m,CRUSH.CONC,1991,,2005,2,,,73,407,,,2013-06-06T00:00:00.000Z,7574
2143,1.40403E+11,DELAWARE ST SE,26TH AVE SE,27TH AVE SE,LOCAL,DLAWR,1,ASPHALT9,CRUSH.CONC,1993,,2005,2,,91,,412,,,2009-10-20T00:00:00.000Z,7578
2144,1.40629E+11,DEPOT ST,SUNSET BLVD,CEDAR LAKE AVE,RES,2618,38,CONCRETE7,S.GRAN.MAT.,2013,,,,,,73,124,,,2014-07-02T00:00:00.000Z,7584
2145,1.61326E+11,FRANKLIN AVE W,PENN AVE S,WEST LAKE OF THE ISLES PKWY,LOCAL,FRANKW,1,ASPHALT9,S.GRAN.MAT.,1983,,2007,3,,67,,1240,Pavement Exception: IT IS UNKNOWN WHEN THE E 400' OF THIS SECTION WAS BUILT.,,2013-11-22T00:00:00.000Z,8304
2146,1.31602E+11,CEDAR SHORE DR,24TH ST W,DREW AVE S,RES,2989,2,ASPHALT7,S.GRAN.MAT.,1952,2005,2006,1,,,89,446,,,2014-06-03T00:00:00.000Z,7166
2147,1416BDRY1316,DREW AVE S,CITY BOUNDARY,CEDAR SHORE DR,RES,2989,3,ASPHALT7m,S.GRAN.MAT.,1973,2005,2006,1,,,89,71,,,2014-06-03T00:00:00.000Z,7697
2148,24913161316,24TH ST W,CEDAR SHORE DR,CEDAR SHORE DR,RES,2989,11,ASPHALT,S.GRAN.MAT.,1954,2005,2006,1,,,89,77,,,2014-06-03T00:00:00.000Z,2377
2149,1316BDRY0259,CEDAR SHORE DR,CITY BOUNDARY,25TH ST W,RES,2989,2,ASPHALT,CEM.ST.SOIL,1952,2005,2006,1,,,89,629,,,2014-06-03T00:00:00.000Z,7163
2150,1.51429E+11,EMERALD ST SE,EAST RIVER PKWY,RIVER TER E,LOCAL,EMRLD,1,ASPHALT,S.GRAN.MAT.,1951,,1993,2,,69,,163,,,2010-10-05T00:00:00.000Z,8041
2151,58933063209,58TH ST W,WASHBURN AVE S,VINCENT AVE S,RES,2755,10,ASPHALT7,CRUSH.CONC,1982,,,,2012,,100,328,,,2012-11-01T00:00:00.000Z,6383
2152,58930082912,58TH ST W,THOMAS AVE S,SHERIDAN AVE S,RES,2755,10,ASPHALT7,CRUSH.CONC,1982,,,,2012,,100,329,,,2012-11-01T00:00:00.000Z,6386
2153,58926112522,58TH ST W,PENN AVE S,OLIVER AVE S,RES,2769,7,ASPHALT7,CRUSH.CONC,1983,,1994,2,,,65,89,,,2012-10-02T00:00:00.000Z,6389
2154,1.22219E+11,WEST BROADWAY,IRVING AVE N,GIRARD AVE N,CSAH,81,2,ASPHALT9,CLASS 5,2004,,,,,,,503,,,,12175
2155,2.00219E+11,JAMES AVE N,ILION AVE N,HILLSIDE AVE N,RES,2614,4,CONCRETE7,S.GRAN.MAT.,1970,,,,,,75,1078,,,2011-04-29T00:00:00.000Z,9133
2156,1.21023E+11,BELMONT AVE S,WEST MINNEHAHA PKWY,52ND ST W,RES,2611,5,ASPHALT7m,CLASS 3,1969,,1996,3,,,65,349,,,2013-10-07T00:00:00.000Z,6759
2157,1.21102E+11,BENJAMIN ST NE,18TH AVE NE,19TH AVE NE,RES,2649,6,CONCRETE7,S.GRAN.MAT.,1973,,,,,,73,660,,,2012-07-12T00:00:00.000Z,6763
2158,1.21102E+11,BENJAMIN ST NE,22ND AVE NE,23RD AVE NE,RES,2649,6,CONCRETE7,S.GRAN.MAT.,1973,,,,,,73,661,,,2012-07-12T00:00:00.000Z,6765
2159,60401220132,60TH ST E,12TH AVE S,13TH AVE S,MSA,271,3,ASPHALT,CRUSH.ROCK,1992,,,,2011,94,,329,,,2013-09-03T00:00:00.000Z,6485
2160,4.34401E+11,34 1/2 ST E,10TH AVE S,11TH AVE S,RES,2652,15,ASPHALT7m,S.GRAN.MAT.,1976,,2006,3,,,73,346,,,2013-08-26T00:00:00.000Z,3766
2161,60934023306,60TH ST W,XERXES AVE S,WASHBURN AVE S,MSA,199,1,ASPH/CONC,UNKNOWN,1985,,2006,2,,44,,328,,,2013-08-01T00:00:00.000Z,6491
2162,60932093107,60TH ST W,VINCENT AVE S,UPTON AVE S,MSA,199,1,ASPH/CONC,UNKNOWN,1985,,2006,2,,44,,330,,,2013-08-01T00:00:00.000Z,6493
2163,60930082912,60TH ST W,THOMAS AVE S,SHERIDAN AVE S,MSA,199,1,ASPH/CONC,UNKNOWN,1985,,2006,2,,44,,329,,,2013-08-01T00:00:00.000Z,6495
2164,60929122824,60TH ST W,SHERIDAN AVE S,RUSSELL AVE S,MSA,199,1,ASPH/CONC,UNKNOWN,1985,,2006,2,,44,,329,,,2013-08-01T00:00:00.000Z,6496
2165,1.71228E+11,GOLDEN VALLEY RD,RUSSELL AVE N,QUEEN AVE N,CSAH,66,2,ASPHALT9,UNKNOWN,2001,,,,,,,332,,,,8588
2166,1.61223E+11,FRANKLIN AVE E,MILWAUKEE AVE,23RD AVE S,CSAH,5,5,ASPH/CONC,UNKNOWN,1954,,,,2011,,,170,Pavement Exception: MINNEHAHA AVE - 21ST AVE S WAS NOT OL 2011. 28-30TH WAS OL IN 2013,,,8277
2167,1.61202E+11,FRANKLIN AVE E,24TH AVE S,25TH AVE S,CSAH,5,5,ASPH/CONC,UNKNOWN,1954,,,,2011,,,411,Pavement Exception: MINNEHAHA AVE - 21ST AVE S WAS NOT OL 2011. 28-30TH WAS OL IN 2013,,,8279
2168,1.61203E+11,FRANKLIN AVE E,25TH AVE S,26TH AVE S,CSAH,5,5,ASPH/CONC,UNKNOWN,1954,,,,2011,,,410,Pavement Exception: MINNEHAHA AVE - 21ST AVE S WAS NOT OL 2011. 28-30TH WAS OL IN 2013,,,8280
2169,1.61203E+11,FRANKLIN AVE E,28TH AVE S,29TH AVE S,CSAH,5,5,ASPH/CONC,UNKNOWN,1954,,,,2011,,,410,Pavement Exception: MINNEHAHA AVE - 21ST AVE S WAS NOT OL 2011. 28-30TH WAS OL IN 2013,,,8283
2170,1.61203E+11,FRANKLIN AVE E,30TH AVE S,31ST AVE S,CSAH,5,5,ASPH/CONC,UNKNOWN,1954,,,,2011,,,331,Pavement Exception: MINNEHAHA AVE - 21ST AVE S WAS NOT OL 2011. 28-30TH WAS OL IN 2013,,,8285
2171,17033073208,17TH AVE N,WASHBURN AVE N,VINCENT AVE N,RES,2671,11,ASPHALT7m,S.GRAN.MAT.,1976,,,,2014,,100,331,,,2014-11-01T00:00:00.000Z,1654
2172,1.61315E+11,FRANKLIN AVE W,EWING AVE S,DREW AVE S,RES,2989,14,ASPHALT7m,S.GRAN.MAT.,1973,2005,2006,1,,,89,327,,,2014-06-03T00:00:00.000Z,8300
2173,1.51429E+11,EMERALD ST SE,SHARON AVE SE,FRANKLIN AVE SE,RES,2685,15,ASPHALT9,S.GRAN.MAT.,1979,,1993,3,,,85,658,,,2013-07-18T00:00:00.000Z,8045
2174,02300025DEDE,23RD AVE N,2ND ST N,DEAD END (E),LOCAL,23AVN,1,UNPAVED,S.GRAN.MAT.,1940,,,,,,,415,,,1940-02-01T00:00:00.000Z,2194
2175,1.61805E+11,FREMONT AVE S,54TH ST W,53RD ST W,RES,2666,14,ASPHALT7m,S.GRAN.MAT.,1975,,2000,3,,,71,659,,,2012-10-09T00:00:00.000Z,8379
2176,1.61805E+11,FREMONT AVE S,51ST ST W,50TH ST W,RES,2674,3,ASPHALT7,CRUSH.CONC,1977,,,,2014,,100,662,,,2014-11-01T00:00:00.000Z,8380
2177,1.61805E+11,FREMONT AVE S,48TH ST W,47TH ST W,RES,2674,3,ASPHALT7,CRUSH.CONC,1977,,,,2014,,100,660,,,2014-11-01T00:00:00.000Z,8383
2178,3.32905E+11,WOODLAWN BLVD,52ND ST E,26TH AVE S,RES,2613,1,CONCRETE7,S.GRAN.MAT.,1969,,,,,,78,655,,,2013-10-21T00:00:00.000Z,12378
2179,1.61804E+11,FREMONT AVE S,44TH ST W,43RD ST W,RES,2715,1,ASPHALT7,CRUSH.CONC,1980,,1993,2,,,50,790,,,2014-05-28T00:00:00.000Z,8387
2180,C25E16111416,COUNTY 25 E,FRANCE AVE S,DREW AVE S,CSAH,25,1,ASPHALT9,UNKNOWN,1992,,,0,,,,669,,,,7538
2181,1.61804E+11,FREMONT AVE S,36TH ST W,35TH ST W,RES,2781,5,ASPHALT7,CRUSH.CONC,1991,,2001,2,,,52,665,,,2013-06-11T00:00:00.000Z,8389
2182,1.21103E+11,BENJAMIN ST NE,26TH AVE NE,27TH AVE NE,RES,2628,6,CONCRETE7,S.GRAN.MAT.,1971,,,,,,82,662,,,2011-06-16T00:00:00.000Z,6768
2183,1.21103E+11,BENJAMIN ST NE,30TH AVE NE,31ST AVE NE,RES,2593,6,CONCRETE7,S.GRAN.MAT.,1967,,,,,,70,660,,,2012-09-27T00:00:00.000Z,6771
2184,2.24001E+11,EAST LYNDALE AVE N,7TH ST N,11TH AVE N,STFR,LYNAE,3,ASPHALT,UNKNOWN,1980,,,,2011,,,690,,,,7873
2185,1.71224E+11,GOLDEN VALLEY RD,NEWTON AVE N,MORGAN AVE N,CSAH,66,2,ASPHALT9,UNKNOWN,2001,,,,,,,325,,,,8592
2186,1.71222E+11,GOLDEN VALLEY RD,LOGAN AVE N,KNOX AVE N,CSAH,66,2,ASPHALT9,UNKNOWN,2001,,,,,,,325,,,,8594
2187,33120131DEDN,WATER ST,13TH AVE NE,DEAD END (N),LOCAL,WATER,1,UNPAVED,S.GRAN.MAT.,1940,,,,,,,424,,,1940-02-01T00:00:00.000Z,12106
2188,1.51621E+11,EMERSON AVE S,KENWOOD PKWY,DUNWOODY BLVD,PRKBD,EMERS,1,ASPHALT,UNKNOWN,2012,,2014,1,,100,,1484,,,2012-11-01T00:00:00.000Z,8115
2189,1.713E+11,GRAMERCY AVE N,2ND AVE N,3RD AVE N,RES,2947,18,ASPHALT7,CEM.ST.SOIL,1963,2001,2012,2,,,76,377,,,2014-08-20T00:00:00.000Z,8598
2190,1.713E+11,GRAMERCY AVE N,3RD AVE N,GLENWOOD AVE,RES,2947,18,ASPHALT7,CEM.ST.SOIL,1963,2001,2012,2,,,76,455,,,2014-08-20T00:00:00.000Z,8599
2191,1.71506E+11,GRAND AVE S,56TH ST W,55TH ST W,RES,2629,5A,ASPHALT7m,S.GRAN.MAT.,1971,,,,2009,,100,662,,,2009-11-01T00:00:00.000Z,8604
2192,1.72219E+11,GROVE ST,ISLAND AVE W,NICOLLET ST,RES,2820,7,PAVERS,CRUSH.CONC,1997,,,,,,92,396,,,1997-11-01T00:00:00.000Z,8661
2193,7123040026,7TH AVE NE,MAIN ST NE,2ND ST NE,ROW,-,-,NO PVMT,UNKNOWN,,,,,,,,396,,,,830
2194,1.72418E+11,GROVELAND TER,HENNEPIN FRONTAGE RD W,HENNEPIN AVE,RES,2777,14,ASPHALT9,CRUSH.CONC,1994,,2006,2,,,76,73,,,2013-10-21T00:00:00.000Z,8673
2195,28902891327,28TH ST W,28TH ST W,CHOWEN AVE S,RES,2618,37,CONCRETE7,S.GRAN.MAT.,1970,,,0,,,73,227,,,2013-09-11T00:00:00.000Z,2938
2196,1.61803E+11,FREMONT AVE S,33RD ST W,32ND ST W,RES,2768,2,ASPHALT7,CRUSH.CONC,1992,,2009,2,,,89,662,,,2012-11-19T00:00:00.000Z,8392
2197,1.61822E+11,FREMONT AVE S,LAKE ST W,LAGOON AVE,LOCAL,FREMS,1,ASPH/CONC,UNKNOWN,1923,,,,2014,100,,324,,,2014-11-01T00:00:00.000Z,8395
2198,1404CDSW1806,DELAWARE ST SE,CUL-DE-SAC (W),HARVARD ST SE,UofM,-,2,ASPHALT,UNKNOWN,,,,,,,,524,,,,7572
2199,1.80929E+11,HENNEPIN AVE,SUMMIT AVE,LINCOLN AVE,MSA,425,5,ASPH/CONC,UNKNOWN,1957,,,,2009,88,,416,,,2012-11-06T00:00:00.000Z,8824
2200,1.80902E+11,HENNEPIN AVE,16TH ST N,SPRUCE PL,MSA,313,3,ASPHALT9,S.GRAN.MAT.,1986,,,,2014,100,,771,,,2014-11-01T00:00:00.000Z,8797
2201,1.408E+11,DIAMOND LAKE RD E,2ND AVE S,3RD AVE S,MSA,167,4,ASPH/CONC,UNKNOWN,1961,,,,2011,100,,366,Pavement Exception: NICOLLET TO I-35W 2010 AND I-35W TO PORTLAND O.L. IN 2011.,,2011-11-01T00:00:00.000Z,7595
2202,1.40917E+11,DIAMOND LAKE RD W,GRAND AVE S,PLEASANT AVE,MSA,167,3,ASPH/CONC,UNKNOWN,1960,,,,2010,100,,335,,,2010-11-01T00:00:00.000Z,7601
2203,1.40933E+11,DIAMOND LAKE RD W,WENTWORTH AVE,BLAISDELL AVE,MSA,167,3,ASPH/CONC,UNKNOWN,1960,,,,2010,100,,350,,,2010-11-01T00:00:00.000Z,7604
2204,1.41004E+11,DIGHT AVE,42ND ST E,43RD ST E,LOCAL,DIGHT,1,ASPHALT,UNKNOWN,1975,,1976,1,,47,,707,Sealcoat Exception: 41ST TO 42ND WAS SEALCOATED IN 1995.,,2011-11-07T00:00:00.000Z,7610
2205,1.30103E+11,EAST LAKE CALHOUN PKWY,32ND ST W,31ST ST W,PRKBD,CALPKY,2E,ASPHALT9,S.GRAN.MAT.,1975,,1994,2,,23,,732,,,2012-10-15T00:00:00.000Z,7831
2206,53403420352,53RD ST E,34TH AVE S,35TH AVE S,RES,2703,6,ASPHALT7,CRUSH.CONC,1985,,1995,2,,,59,331,,,2011-05-31T00:00:00.000Z,5992
2207,53403520362,53RD ST E,35TH AVE S,36TH AVE S,RES,2703,6,ASPHALT7,CRUSH.CONC,1985,,1995,2,,,59,331,,,2011-05-31T00:00:00.000Z,5993
2208,53403620372,53RD ST E,36TH AVE S,37TH AVE S,RES,2703,6,ASPHALT7,CRUSH.CONC,1985,,1995,2,,,59,332,,,2011-05-31T00:00:00.000Z,5994
2209,53403720382,53RD ST E,37TH AVE S,38TH AVE S,RES,2703,6,ASPHALT7,CRUSH.CONC,1985,,1995,2,,,59,331,,,2011-05-31T00:00:00.000Z,5995
2210,53404020412,53RD ST E,40TH AVE S,41ST AVE S,RES,2730,10,ASPHALT7m,S.GRAN.MAT.,1982,,2006,3,,,69,330,,,2013-07-26T00:00:00.000Z,5998
2211,53404220432,53RD ST E,42ND AVE S,43RD AVE S,RES,2730,10A,ASPHALT7m,S.GRAN.MAT.,1982,,2006,1,,,69,331,,,2013-07-26T00:00:00.000Z,6000
2212,53404420452,53RD ST E,44TH AVE S,45TH AVE S,RES,2730,10A,ASPHALT7m,S.GRAN.MAT.,1982,,2006,1,,,69,330,,,2013-07-26T00:00:00.000Z,6002
2213,53404620472,53RD ST E,46TH AVE S,47TH AVE S,RES,2730,10A,ASPHALT7m,S.GRAN.MAT.,1982,,2006,1,,,69,330,,,2013-07-26T00:00:00.000Z,6004
2214,1.71505E+11,GRAND AVE S,49TH ST W,48TH ST W,RES,2604,3,ASPHALT7,CEM.ST.SOIL,1968,,,,2008,,86,661,,,2012-11-05T00:00:00.000Z,8607
2215,4033080025,4TH AVE N,WASHINGTON AVE N,2ND ST N,ROW,-,-,NO PVMT,UNKNOWN,,,,,,,,428,,,,414
2216,1.33726E+11,COLE AVE SE,PAUL PL,25TH AVE SE,RES,2584,16,CONCRETE7,S.GRAN.MAT.,1967,,,,,,78,206,,,2012-07-13T00:00:00.000Z,7402
2217,2701220132,2ND ST S,12TH AVE S,13TH AVE S,LOCAL,02STS,1,ASPHALT9,CLASS 5,1990,,2011,2,,84,,387,,,2011-10-28T00:00:00.000Z,245
2218,1.33806E+11,COLFAX AVE S,58TH ST W,57TH ST W,RES,2791,8,ASPHALT7,CRUSH.CONC,1984,,1994,2,,,63,659,,,2013-08-08T00:00:00.000Z,7430
2219,1.33805E+11,COLFAX AVE S,54TH ST W,53RD ST W,RES,2666,17,ASPHALT7m,S.GRAN.MAT.,1975,,2000,3,,,71,659,,,2012-10-09T00:00:00.000Z,7434
2220,1.33805E+11,COLFAX AVE S,51ST ST W,50TH ST W,RES,2674,5,ASPHALT7,CRUSH.CONC,1977,,,,2014,,100,662,,,2014-11-01T00:00:00.000Z,7436
2221,1.33805E+11,COLFAX AVE S,49TH ST W,48TH ST W,RES,2674,5,ASPHALT7,CRUSH.CONC,1977,,,,2014,,100,661,,,2014-11-01T00:00:00.000Z,7438
2222,1.72322E+11,GROVELAND AVE,LASALLE AVE,NICOLLET AVE,MSA,286,3,ASPHALT7,CRUSH.CONC,2000,,2012,2,,83,,393,,,2013-09-23T00:00:00.000Z,8669
2223,00660011DEDN,6TH ST NE,1ST AVE NE,DEAD END (N),LOCAL,06STNE,2,UNPAVED,S.GRAN.MAT.,1940,,,,,,,354,,,1940-02-01T00:00:00.000Z,768
2224,1.34204E+11,COLUMBIA PKWY,35TH AVE NE,VALLEY ST,PRKBD,COLPKY,1,ASPHALT7m,CLASS 5,1978,2008,2009,1,,90,,102,,,2011-11-21T00:00:00.000Z,7472
2225,1.34303E+11,COLUMBIA AVE,30TH AVE NE,31ST AVE NE,MSA,403,1,ASPHALT9,CLASS 5,1971,,2010,3,,92,,631,,,2010-08-18T00:00:00.000Z,7469
2226,1.34406E+11,COLUMBUS AVE,60TH ST E,59TH ST E,RES,2780,8,ASPHALT7,CRUSH.CONC,1981,,1998,2,,,58,652,,,2014-05-20T00:00:00.000Z,7477
2227,1.34406E+11,COLUMBUS AVE,56TH ST E,55TH ST E,RES,2786,2,ASPHALT7,CRUSH.CONC,1988,,2000,2,,,69,672,,,2013-09-23T00:00:00.000Z,7479
2228,1.34405E+11,COLUMBUS AVE,54TH ST E,53RD ST E,RES,2639,6,ASPHALT7m,S.GRAN.MAT.,1974,,,,2013,,100,663,,,2013-11-01T00:00:00.000Z,7481
2229,1.34405E+11,COLUMBUS AVE,52ND ST E,51ST ST E,RES,2639,6,ASPHALT7m,S.GRAN.MAT.,1974,,,,2013,,100,656,,,2013-11-01T00:00:00.000Z,7483
2230,12226190314,12TH AVE S,POWDERHORN TER,31ST ST E,RES,2652,7A,ASPHALT7m,S.GRAN.MAT.,1976,,2006,3,,,73,325,,,2013-08-26T00:00:00.000Z,1243
2231,1.34405E+11,COLUMBUS AVE,47TH ST E,46TH ST E,RES,2941,5,ASPHALT7,CEM.ST.SOIL,1967,1998,2012,2,,,81,657,,,2014-06-12T00:00:00.000Z,7488
2232,1.41004E+11,DIGHT AVE,40TH ST E,41ST ST E,RES,2796,1,ASPHALT9,CRUSH.CONC,1984,,1995,2,,,76,741,,,2013-07-12T00:00:00.000Z,7608
2233,1.41004E+11,DIGHT AVE,38TH ST E,37TH ST E,RES,2796,1,ASPHALT9,CRUSH.CONC,1984,,1995,2,,,76,737,,,2013-07-12T00:00:00.000Z,7611
2234,1.51117E+11,ELMWOOD PL W,GLADSTONE AVE,ELMWOOD PL W,RES,2611,11,ASPHALT7m,CLASS 3,1969,,1996,3,,,65,213,,,2013-10-07T00:00:00.000Z,8031
2235,2.40422E+11,NEWTON AVE S,LAUREL AVE W,SOUTH CEDAR LAKE RD,RES,2659,13,ASPHALT7m,S.GRAN.MAT.,1973,,,,2010,,90,481,,,2013-07-18T00:00:00.000Z,10219
2236,1.51501E+11,EMERSON AVE N,14TH AVE N,15TH AVE N,MSA,221,10,ASPHALT9,S.GRAN.MAT.,1983,,1984,1,,41,,397,,,2013-09-11T00:00:00.000Z,8052
2237,1.51502E+11,EMERSON AVE N,16TH AVE N,17TH AVE N,MSA,221,10,ASPHALT9,S.GRAN.MAT.,1983,,1984,1,,41,,397,,,2013-09-11T00:00:00.000Z,8054
2238,1.51512E+11,EMERSON AVE N,WEST BROADWAY,21ST AVE N,MSA,221,11,ASPHALT9,CRUSH.CONC,1996,,2010,2,,81,,401,,,2013-09-11T00:00:00.000Z,8057
2239,1.51502E+11,EMERSON AVE N,23RD AVE N,24TH AVE N,MSA,221,11,ASPHALT9,CRUSH.CONC,1996,,2010,2,,81,,404,,,2013-09-11T00:00:00.000Z,8060
2240,1.51502E+11,EMERSON AVE N,24TH AVE N,25TH AVE N,MSA,221,11,ASPHALT9,CRUSH.CONC,1996,,2010,2,,81,,403,,,2013-09-11T00:00:00.000Z,8061
2241,53913271207,53RD ST W,CHOWEN AVE S,BEARD AVE S,RES,2612S,9,ASPHALT7,BIT.ST.SOIL,1969,,1998,3,,,60,330,,,2013-09-19T00:00:00.000Z,6011
2242,53936013503,53RD ST W,ZENITH AVE S,YORK AVE S,RES,2612S,9,ASPHALT7,BIT.ST.SOIL,1969,,1998,3,,,60,329,,,2013-09-19T00:00:00.000Z,6014
2243,2.31711E+11,MELBOURNE AVE SE,ARTHUR AVE SE,MALCOLM AVE SE,RES,2685,20,ASPHALT7,CRUSH.CONC,1979,,,,2010,,85,256,,,2013-07-18T00:00:00.000Z,9912
2244,58923312331,58TH ST W,MORGAN AVE S,MORGAN AVE S,RES,2769,7,ASPHALT7,CRUSH.CONC,1983,,1994,2,,,65,28,,,2012-10-02T00:00:00.000Z,6394
2245,58922222222,58TH ST W,LOGAN AVE S,LOGAN AVE S,RES,2769,7,ASPHALT7,CRUSH.CONC,1983,,1994,2,,,65,32,,,2012-10-02T00:00:00.000Z,6396
2246,58920031904,58TH ST W,JAMES AVE S,IRVING AVE S,RES,2769,7,ASPHALT7,CRUSH.CONC,1983,,1994,2,,,65,331,,,2012-10-02T00:00:00.000Z,6399
2247,58929301618,58TH ST W,SUNRISE DR,FREMONT AVE S,MSA,199,5,ASPHALT9,UNKNOWN,1976,,1994,3,,46,,401,,,2013-08-01T00:00:00.000Z,6402
2248,58914181338,58TH ST W,DUPONT AVE S,COLFAX AVE S,MSA,199,5,ASPHALT9,UNKNOWN,1976,,1994,3,,46,,330,,,2013-08-01T00:00:00.000Z,6405
2249,58913381228,58TH ST W,COLFAX AVE S,BRYANT AVE S,MSA,199,5,ASPHALT9,UNKNOWN,1976,,1994,3,,46,,331,,,2013-08-01T00:00:00.000Z,6406
2250,1.33805E+11,COLFAX AVE S,45TH ST W,44TH ST W,RES,2715,2,ASPHALT7,CRUSH.CONC,1980,,1993,2,,,50,660,,,2014-05-28T00:00:00.000Z,7442
2251,1.33804E+11,COLFAX AVE S,42ND ST W,41ST ST W,RES,2715,2,ASPHALT7,CRUSH.CONC,1980,,1993,2,,,50,662,,,2014-05-28T00:00:00.000Z,7445
2252,1.33804E+11,COLFAX AVE S,41ST ST W,40TH ST W,RES,2715,2,ASPHALT7,CRUSH.CONC,1980,,1993,2,,,50,659,,,2014-05-28T00:00:00.000Z,7446
2253,1.33804E+11,COLFAX AVE S,37TH ST W,36TH ST W,RES,2686,1,ASPHALT7m,CRUSH.CONC,1978,,1992,2,,,63,659,,,2012-09-25T00:00:00.000Z,7448
2254,1.33804E+11,COLFAX AVE S,36TH ST W,35TH ST W,RES,2781,6,ASPHALT7,CRUSH.CONC,1991,,2001,2,,,52,659,,,2013-06-11T00:00:00.000Z,7449
2255,1.41822E+11,DUPONT AVE S,LINCOLN AVE,SUMMIT AVE,RES,2767,8,ASPHALT7,CRUSH.CONC,1988,,2000,2,,,69,359,,,2013-07-29T00:00:00.000Z,7782
2256,1.34405E+11,COLUMBUS AVE,45TH ST E,44TH ST E,RES,2941,5,ASPHALT7,CEM.ST.SOIL,1967,1998,2012,2,,,81,659,,,2014-06-12T00:00:00.000Z,7490
2257,1.34404E+11,COLUMBUS AVE,44TH ST E,43RD ST E,RES,2941,5A,ASPHALT7,CEM.ST.SOIL,1967,2003,2012,2,,,81,660,,,2014-06-12T00:00:00.000Z,7491
2258,1.50624E+11,EDGEWATER BLVD,NOKOMIS LN,CEDAR AVE S,RES,2687,14,ASPHALT7,CRUSH.CONC,1978,,,,2014,,100,440,,,2014-11-01T00:00:00.000Z,7962
2259,2.23314E+11,LINDEN AVE W,DUNWOODY BLVD,WEST LYNDALE AV N,LOCAL,LINDN,2,ASPHALT,UNKNOWN,1933,,1965,1,,10,,2202,Pavement Exception: The WRLY 800' +/- of this was paved in 1989 with sec. 1,,2010-09-24T00:00:00.000Z,9506
2260,2.33125E+11,MORGAN AVE S,OLIVER AVE S,LAUREL AVE W,RES,2659,14,ASPHALT7m,S.GRAN.MAT.,1973,,,,2010,,90,1550,,,2013-07-18T00:00:00.000Z,10117
2261,2.40425E+11,NEWTON AVE S,OLIVER AVE S,LAUREL AVE W,RES,2659,13,ASPHALT7m,S.GRAN.MAT.,1973,,,,2010,,90,937,,,2013-07-18T00:00:00.000Z,10218
2262,1.50714E+11,EDMUND BLVD,DOWLING ST,38TH ST E,LOCAL,EDMUND,1,CONCRETE,UNKNOWN,1960,,,,,63,,358,,,2010-10-05T00:00:00.000Z,7969
2263,1.61314E+11,FRANKLIN AVE W,DREW AVE S,CEDAR LAKE PKWY,RES,2989,14,ASPHALT7m,S.GRAN.MAT.,1973,2005,2006,1,,,89,370,,,2014-06-03T00:00:00.000Z,8301
2264,1.70106E+11,GARFIELD AVE,57TH ST W,56TH ST W,RES,2629,3,ASPHALT7m,S.GRAN.MAT.,1971,,,,2009,,100,661,,,2009-11-01T00:00:00.000Z,8418
2265,1.70105E+11,GARFIELD AVE,54TH ST W,53RD ST W,RES,2629,3A,ASPHALT7m,S.GRAN.MAT.,1971,,,,2009,,100,521,,,2009-11-01T00:00:00.000Z,8421
2266,1.70105E+11,GARFIELD AVE,49TH ST W,48TH ST W,RES,2604,1,ASPHALT7,CEM.ST.SOIL,1968,,,,2008,,86,661,,,2012-11-05T00:00:00.000Z,8425
2267,1.80406E+11,HARRIET AVE,61ST ST W,60TH ST W,RES,2629,4,ASPHALT9,S.GRAN.MAT.,1971,,,,2009,,100,685,,,2009-11-01T00:00:00.000Z,8695
2268,18040559DEDN,HARRIET AVE,55TH ST W,DEAD END (N),RES,2629,4A,ASPHALT7m,S.GRAN.MAT.,1971,,,,2009,,100,262,,,2009-11-01T00:00:00.000Z,8700
